"SMS_Text","Label"
"""Lo siento, te llamaré más tarde"",,,","legitimo"
"No puedo contestar el teléfono en este momento. Por favor envía un mensaje,,,","legitimo"
"Jajaja lo sé! Son tan dramáticos. Las escuelas ya cerraron para mañana. Aparentemente no podemos conducir en el centímetro de nieve que se suponía que tendríamos...","legitimo"
"¡No llegaré a ninguna parte con esta maldita búsqueda de trabajo por aquí!","legitimo"
"¡Jajaja! ¡Eres un borracho! Solo peinándome en el momento d. Sí, todavía estoy arriba a las 4 esta noche. ¿Cuál es el plan? ,,,","legitimo"
"""idc ven aquí, no vas a salir de esta mierda dos veces seguidas"",,,","legitimo"
"Sólo durmiendo... y surfeando...","legitimo"
"Gracias por recoger la basura.,,,","legitimo"
"¿Por qué no le dices a tu amigo que no estás seguro de querer vivir con él porque fuma demasiado y luego pasas horas rogándole que venga a fumar?","legitimo"
"""\Hola, soy Kate, fue un placer verte esta noche y te llamaré mañana. ¡Tengo que cantar y un chico me dio su tarjeta! xxx\"""""""""",,,","legitimo"
"Feliz año nuevo mi querido hermano. Realmente te extraño. Acabo de recibir tu número y decidí enviarte este mensaje deseándote solo felicidad. Abiola,,,","legitimo"
"Eso significa abrir la puerta...","legitimo"
"¿Tu opinión sobre mí? 1. Más de 2. Jada 3. Kusruthi 4. Adorable 5. Silencioso 6. Carácter spl 7. No maduro 8. Elegante 9. Respuesta simple por favor..,,,","legitimo"
"""Hmmm... Pensé que habíamos dicho 2 horas de esclava, no 3... Llegas tarde... ¿Cómo debería castigarte?"",,,","legitimo"
"¿Cerveza?,,,","legitimo"
"Tienes un importante anuncio de atención al cliente de PREMIER. Llama GRATIS 0800 542 0578 ahora!,,,","smishing"
"No lo creo. Se apaga aleatoriamente dentro de los 5 minutos posteriores a la apertura...","legitimo"
"""Se suponía que debía estar pero no pudo venir, aunque todavía está en la ciudad"",","legitimo"
"Lo hace por sí solo. La mayoría de las veces corrige mi ortografía. Pero a veces se trata de una palabra completamente diferente. Imagínate...","legitimo"
"¿Alguna vez pensaste en vivir una buena vida con una pareja perfecta? Simplemente envíe un mensaje de texto con NOMBRE y EDAD para unirse a la comunidad móvil. (100p/SMS),,,","smishing"
"""5 Tonos Polifónicos Top Gratis llama al 087018728737, Tarifa Nacional. Recibe una melodía toppoly cada semana, solo envía SUBPOLY al 81618, �3 por polo. UnSub 08718727870."",,,","smishing"
"Buenos días querida que tengas un buen día,,,","legitimo"
"Esperamos que hayas disfrutado tu juego de ayer. Lo siento, no he estado en contacto, pero por favor sepa que está con mucho cariño. Que tengas una gran semana. Abiola,,,","legitimo"
"Todo lo mejor para ti al conducir :-),,,","legitimo"
"¿Y? ¿DÓNDE ESTÁS EN DOGBREATH? SIMPLEMENTE SUENA COMO JAN C ¡¡¡ESO ES TODO!!!!!!!!!!!!,,,","legitimo"
"Dios mío, quiero gritar. ¡Me pesé y bajé más peso! ¡Guau!,,,","legitimo"
"Generalmente no hay ninguno. Es un sustantivo incontable: u en el diccionario. piezas de investigación?,,,","legitimo"
"Realmente me deprime simplemente estar por ahí...","legitimo"
"""Cliente de Orange, ahora puede reclamar su actualización GRATUITA a TELÉFONO CON CÁMARA por su fidelidad. Llame ahora al 0207 153 9996. La oferta finaliza el 14 de marzo. Se aplican términos y condiciones. Opción de no participar disponible"",,,","smishing"
"""\Petey chico, ¿dónde estás? Yo y todos tus amigos en Kingshead, baja si puedes amar a Nic\"""""""""",,,","legitimo"
"Ok te mando un mensaje b4 salgo de mi casa.,,,","legitimo"
"""¡Última oportunidad! ¡Reclame hoy sus vales de descuento por valor de �150! Envíe SHOP al 85023 ahora. ¡SavaMob, ofertas móviles! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16"",,,","smishing"
"¡GRATIS durante la primera semana! No1 Nokia tone 4 tu móvil todas las semanas, solo envía un mensaje de texto a NOKIA al 8077. Envía mensajes de texto y cuéntaselo a tus compañeros. www.getzed.co.uk POBox 36504 W45WQ 16+ norma 150p/tono,,,","smishing"
"Ha ganado un premio garantizado de £ 200 o incluso £ 1000 en efectivo para reclamar el premio UR, llame gratis al 08000407165 (18+) 2 paradas en 88222 PHP. RG21 4JX,,,","smishing"
"K estaré ahí antes de las 4.,,,","legitimo"
"Dled 3d es muy diablillo...","legitimo"
"""Claro, pero asegúrate de que sepa que todavía no hemos fumado"",","legitimo"
"Boooo siempre trabajas. Simplemente déjalo.,,,","legitimo"
"Me estoy tomando medio día de licencia porque no me encuentro bien...","legitimo"
"Uf, no quiero levantarme de la cama. Hace mucho calor.,,,","legitimo"
"Hay un anillo que viene con los disfraces de los chicos. Está ahí para que puedan regalar a sus futuras esposas. Pista pista,,,","legitimo"
"Felicitaciones, recibió �500 en vales de regalo en CD y entrada gratuita 2 a nuestro sorteo semanal de �100, envíe un mensaje de texto con MÚSICA a 87066 TnC www.Ldew.com1win150ppmx3age16,,,","smishing"
"Me prestas tu bolso ok.,,,","legitimo"
"""Simonwatson5120 te superó la oferta en Shinco DVD Plyr. 2 oferta nuevamente, visita sms. ac/smsrewards 2 notificaciones de oferta final, responde END OUT"",","smishing"
"¿Dónde está mi juguete? Te extraño... ¿Qué pasó?,,,","legitimo"
"""Tiene muchos usados, cariño, pero el modelo no ayuda. Tienes que traerlo y lo combinaré"",","legitimo"
"También traes a galileo o dobby,,,","legitimo"
"Entonces ¿por qué no respondes?","legitimo"
"""\ ¡BOO BEBÉ! ¿DISFRUTAS DE TU TRABAJO? ¡PARECE QUE TE ESTÁS PONIENDO BIEN CARIÑO! ESPERO QUE ESTÉS BIEN? CUÍDATE Y HABLARÉ PRONTO MUCHO AMORME XXXX.\"""""""""",,,","legitimo"
"¡Buenas tardes estrella! ¿Cómo está mi niño? ¿Me anhela todavía? ¿Tienes ganas de follarme? *sorbe capuchino* Te extraño nena *beso provocador*...","legitimo"
"En el camino no puedo enviar mensajes de texto...","legitimo"
"""SERVICIOS DE SMS. Para obtener créditos de texto incluidos, vaya a www.comuk.net login= 3qxj9 cancelar la suscripción con STOP, sin cargo adicional. ayuda 08702840625.COMUK. 220-CM2 9AE"",,,","smishing"
"25p 4 La canción Children in Need de Alfie Moon en tu mafia. Dile a tus m8. Txt Tone organización benéfica al 8007 para Nokia o Poly organización benéfica para polis: zed 08701417012 beneficio 2 organización benéfica.,,,","smishing"
"¡Que tengas una buena tarde! Hablaré contigo más s tarde,,,","legitimo"
"Hmm.. Pedacitos y pedazos jajaja... *suspiros* ...,,,","legitimo"
"Jajaja..usa tu cerebro querida...","legitimo"
"Ey. ¿Tienes algún correo?,,,","legitimo"
"Gracias por ayer señor. Has estado maravilloso. Espero que hayas disfrutado del entierro. MojiBiola,,,","legitimo"
"Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llame al 09065174042. Para cancelar su suscripción, responda REVEAL STOP. 1.50 por mensaje registrado. Atención al cliente 07821230901,,,","smishing"
"Hola amigo, su RV, ¿tuviste unas buenas vacaciones? Solo un mensaje. 3. Saluda porque no te he enviado. 1. Hace mucho que comencé a conducir, ¡así que mantente alejado de las carreteras! RVx...","legitimo"
"""Estimado titular del cupón: Para reclamar la oferta de esta semana, en su PC, visite http://www.e-tlp.co.uk/expressoffer Se aplican los términos y condiciones. Para detener los mensajes de texto, envíe STOP al 80062"",,,","smishing"
"""Muchas gracias. Cuando hablamos por skype con kz y sura, no tuvimos el placer de tu compañía. Espero que estés bien. Te hemos dado un ultimátum, ¡oh! Estamos en la cuenta regresiva para aburo. ¡Disfruta! Este es el mensaje que te envié hace días"",,,","legitimo"
"Seguramente el resultado ofrecerá :),,,","legitimo"
"¿Quieres 750 en cualquier momento, cualquier red, 150 minutos de texto y un NUEVO teléfono con VIDEO por solo cinco libras por semana, llama al 08002888812 o responde para la entrega mañana?","smishing"
"Intentamos comunicarnos con usted sobre nuestra oferta del nuevo videoteléfono 750 en cualquier momento, en cualquier red, a minutos de MITAD DE PRECIO. Alquiler de videocámara, llame al 08000930705 o responda para la entrega el miércoles.","smishing"
"Última oportunidad para reclamar vales de descuento por valor de �150: envíe un mensaje de texto con SÍ al 85023 ahora. El miembro de SavaMob ofrece T C móviles 08717898035. �3,00 Sub. 16 . Eliminar texto X o DETENER,,,","smishing"
"Te amo tanto que no entiendes lo especial que eres. Me llamarás mañana te amo xxx...","legitimo"
"""Por favor envíame un correo completo sobre a quién le pago, cuándo y cuánto."",,,","legitimo"
"La madre de nuestro Prashanthettan falleció anoche. oren por ella y su familia.,,,","legitimo"
"""¡Urgente! Llame al 09066350750 desde su teléfono fijo. Sus vacaciones 4* en Ibiza de cortesía o 10,000 en efectivo esperan su cobro SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "",,,","smishing"
"K.k:)cuando vas?,,,","legitimo"
"Mi estómago ha pasado por tanto trauma que juro que simplemente no puedo comer. Será mejor que baje de peso.,,,","legitimo"
"Estoy en el cargo:) ¿Cuál es el problema? Mándame un mensaje ahora. Te llamaré en el descanso :).,,,","legitimo"
"""Sí, apenas hay espacio para nosotros dos, x tiene demasiados malditos zapatos. Lo siento, nos vemos luego"",","legitimo"
"""¡Oferta de hoy! ¡Reclame sus vales de descuento por valor de �150! ¡Envíe SÍ al 85023 ahora! ¡SavaMob, ofertas para miembros móviles! T Cs 08717898035. �3,00 Sub. 16. Respuesta de su-sub X"",,,","smishing"
"¿Ya llegaste al huerto? ¿Quieres ir a comprar boletos primero?","legitimo"
"""¡Soy real, cariño! Quiero sacar a relucir tu tigresa interior...""...","legitimo"
"No da si ejecutas eso activa la versión completa da.,,,","legitimo"
"""\ ¡AH POBRE BEBÉ! ¡ESPERO QUE SE SIENTA MEJOR LUV! PROBESA SOBREDOSIS DE TRABAJO HEY, CUIDADO SPK 2 U SN MUCHO AMORJEN XXX.\"""""""""",,,","legitimo"
"Detén la historia. Le dije que lo devolví y él dice que no debería volver a pedirlo.","legitimo"
"¡¡Habla sexy!! Haz nuevos amigos o enamórate en el servicio de citas por mensaje de texto más discreto del mundo. Simplemente envía un mensaje de texto con VIP al 83110 y mira a quién puedes conocer.,,,","smishing"
"¿Vas a sacar a tu nena?,,,","legitimo"
"Cucharas, ¿entonces está bien?,,,","legitimo"
"¿Acaba de decir que alguien se llama tampa?","legitimo"
"En el trabajo ahora. Lo tendre en unos min.,,,","legitimo"
"Tu hermano es un genio,,,","legitimo"
"""Lo siento, supongo que cuando pueda comunicarme con mis conexiones, ¿tal vez una o dos horas? Te enviaré un mensaje de texto"",","legitimo"
"¿Averiguaste a qué hora sale el autobús porque necesito arreglar algunas cosas?...","legitimo"
"Amigo, he estado viendo muchas corbetas últimamente...","legitimo"
"Felicitaciones, recibió un suministro de CD para un año de Virgin Records o un regalo misterioso GARANTIZADO Llame al 09061104283 Ts&Cs www.smsco.net �1:50 p.m. aproximadamente 3 minutos,,,","smishing"
"""Lo mismo ocurre, pero considero que las paredes, los bunkers y toda esa mierda son importantes solo porque nunca juego en modo pacífico, pero supongo que tu lugar es lo suficientemente alto como para que no importe"",","legitimo"
"¡PRIVADO! Su estado de cuenta de 2003 para 07808 XXXXXX muestra 800 puntos S. I. M. no canjeados. Llamar 08719899217 Código Identificador: 41685 Caduca el 11/07/04,,,","smishing"
"Hola. Necesitamos algunos pájaros elegantes y tipos que utilicen productos de prueba para champneys. ¿Puedo bajarte? Necesito tu dirección y fecha de nacimiento lo antes posible. Tar ,,,","smishing"
"¿Qué quieres para Navidad? ¿Qué tal 100 mensajes de texto gratis y un nuevo videoteléfono con alquiler de línea a mitad de precio? ¡Llama gratis ahora al 0800 0721072 para saber más!,,,","smishing"
"""Bueno, estoy oficialmente en un agujero filosófico, así que si quieres llamar, ¡estoy en casa listo para ser salvo!""","legitimo"
"Va bien... no hay problema... pero aún se necesita un poco de experiencia para comprender la voz de los clientes estadounidenses...","legitimo"
"Te enviaré un mensaje de texto cuando deje a x...","legitimo"
"Uf, ha sido un día largo. Estoy agotado. Sólo quiero acurrucarme y tomar una siesta...","legitimo"
"""Compre hasta cansarse, ¿ES USTED? Ya sea 10.000, 5.000, 500 £ en efectivo o 100 £ de vale de viaje. Llame ahora, 09064011000. NTT PO Box CR01327BT línea fija Costo 150 ppm móvil varía"",,,","smishing"
"¿Estás en Castor? Necesitas ver algo...","legitimo"
"Sunshine Quiz Semanal Q! ¿Gana un reproductor de DVD Sony de primer nivel si sabes en qué país jugó el Liverpool a mitad de semana? Respuesta de texto al 82277. �1,50 SP:Tyrone,,,","smishing"
"Tienes un admirador secreto que está buscando para ponerte en contacto con U-descubre quién es *revela quién piensa que eres tan especial-llama al 09058094565,,,","smishing"
"Tienes un admirador secreto que está buscando, ponte en contacto con U, descubre quién es, revela quién piensa que eres tan especial, llama al 09065171142-stopsms-08,,,","smishing"
"Recordatorio: No has descargado el contenido por el que ya pagaste. Vaya a http://doit. mimoby. tv/ para recopilar su contenido.,,,","smishing"
"""Mira, sabía que darte un descanso varias veces haría que siempre quisieras saltarte el toque de queda. Iba a burlarte hasta la una, pero una película de MEDIANOCHE no saldrá hasta después de las 2. Tienes que volver a casa. Tienes que dormir y, en todo caso, tienes que estudiar entrenamiento auditivo"".","legitimo"
"Me encanta dar masajes. Yo uso mucho aceite de bebé... ¿Cuál es tu posición favorita?,,,","legitimo"
"Amigo, deberíamos ir a cenar otra vez...","legitimo"
"Yoyyooo, sabes cómo cambiar los permisos de una unidad en Mac. Mi unidad flash USB,,,","legitimo"
"Gibbs sin vender. Mike Hussey,,,","legitimo"
"Me gusta hablar pa pero no puedo. No lo sé.,,,","legitimo"
"Y no lo he cortado demasiado corto. ¿No te gusta, ah? Ella falló. Está bastante triste.,,,","legitimo"
"Eres increíble marica...","legitimo"
"Esposa. ¿Cómo supo exactamente la hora del asesinato?","legitimo"
"¿Por qué le preguntas princesa?,,,","legitimo"
"¡Soy una gran princesa! ¿Qué estás pensando en mí? :),,,","legitimo"
"Chiflado. Cortador. Cter. Cttergg. Cttargg. Ctargg. Ctag. es decir, tu,,,","legitimo"
"Está bien, sé que estás ocupado, pero yo estoy muy aburrido, así que te envío un mensaje. No sé qué color eligió para mí uno.,,,","legitimo"
"""Excelente pensamiento: \Agradece que no tengas todo lo que deseas. Eso significa que todavía tienes la oportunidad de ser más feliz mañana que hoy.\"""":-)"""""",,,","legitimo"
"Espero que estés teniendo una buena semana. Sólo registrándome...","legitimo"
"""Estoy acostumbrado. Sólo espero que mis agentes no me abandonen, ya que solo he reservado algunas cosas este año. Todo esto de mí en Boston y ellos en Nueva York fue un experimento"".","legitimo"
"""¿El jueves por la noche? Sí, claro, lo solucionaremos entonces"",","legitimo"
"""Su tono de llamada gratuito está esperando ser recogido. Simplemente envíe un mensaje de texto con la contraseña \MIX\"""" al 85069 para verificar. Obtenga Usher y Britney. FML"", PO Box 5249,"" MK17 92H. 450Ppw 16"""""",","smishing"
"Probablemente le preocupe el dinero. Las cosas están venciendo y tengo varias facturas pendientes por el trabajo que hice hace dos y tres meses.,,,","legitimo"
"¿Cómo es posible enseñarte? Y donde.,,,","legitimo"
"""Me pregunto si la batería de tu teléfono se agotó. Tenía que decírtelo, te amo cariño"",","legitimo"
"Huele muy bien en este autobús y no es tabaco... ,,,","legitimo"
"""Todos nos estamos preocupando por aquí, Derek y Taylor ya asumieron lo peor"",","legitimo"
"Hola, ¿qué pasa, Charles? Perdón por la respuesta tardía...","legitimo"
"""¡Todo lo último de Stereophonics, Marley, Dizzee Racal, Libertines y The Strokes! ¡Gana juegos de Nookii con Flirt! Haz clic en TheMob WAP Bookmark o envía un mensaje de texto WAP al 82468"",,,","smishing"
"Se la daré una vez que lo tenga. Además, dijo grinule, te saluda cada vez que hablamos...","legitimo"
"LAS OREOS DE FUDGE BLANCAS ESTÁN EN LAS TIENDAS,,,","legitimo"
"""¡Oferta masculina de enero! Chat gay caliente ahora más barato, llame al 08709222922. ¡Tarifa nacional desde 1,5 p/min barato hasta 7,8 p/min pico! Para dejar de enviar mensajes de texto, llame al 08712460324 (10 p/min)"",,,","smishing"
"Mi amor ! ¿Cómo es que tardaste tanto en irte a casa de Zaher? Recibí tus palabras en ym y me alegré de verlas, pero me entristeció que te hubieras ido. Te extraño,,,","legitimo"
"Lamento haberte lastimado.,,,","legitimo"
"No poder. Siento náuseas. Estoy tan enojado. No comí dulces en toda la semana porque hoy estaba planeando comerme como un cerdo. Estuve a dieta toda la semana. Y ahora no tengo hambre :/,,,","legitimo"
"Vale, pero no demasiado pronto. Todavía tengo una reunión de proyecto ahora...","legitimo"
"""Llámame papá, estoy esperando tu llamada."",,,","legitimo"
"Podría preguntarle a Carlos si podríamos conseguir más si alguien más puede contribuir...","legitimo"
"De hecho, estaba a punto de enviarte un recordatorio hoy. Que tengas un maravilloso fin de semana,,,","legitimo"
"""Cuando la gente ve mis mensajes, piensan que soy adicto a los mensajes... ¡¡Se equivocan, porque no saben que soy adicto a mis dulces amigos...!! BELVAL"",,,","legitimo"
"Oye, les diste tu foto cuando te registraste para conducir, ¿ah? ¿Quieres encontrarte en yck? ,,,","legitimo"
"No hables con él nunca, vale, es mi palabra...","legitimo"
"Cuando quieras verlo entonces...","legitimo"
"De camino a la escuela. ¿Puedes enviarme el número de Ashley?","legitimo"
"Estará bien. Tengo avalarr ahora. Gritará más tarde,,,","legitimo"
"Ella fue a asistir a otras dos rondas hoy... pero todavía no llegó a casa...","legitimo"
"De hecho, eliminé mi antiguo sitio web... ahora estoy escribiendo un blog en magicsongs.blogspot.com...","legitimo"
"Pero estoy a dieta. Y ayer comí demasiadas porciones de pizza. Uf SIEMPRE estoy a dieta.,,,","legitimo"
"K:)le daré los detalles de mi cuenta kvb :),,,","legitimo"
"Ay todos tienen que venir ah?,,,","legitimo"
"¡¡¡dinero!!! ¡eres un afortunado ganador! 2 reclama tu premio envía dinero por mensaje de texto 2 88600 ¡más de �1 millón para regalar! ppt150x3+cuadro de velocidad de texto normal 403 w1t1jy,,,","smishing"
"Lo siento mucho, no podré hacerlo este viernes. Espero que puedas encontrar una alternativa. Espero que tu semestre vaya bien :-),,,","legitimo"
"Felicitaciones ore mo owo re wa. Disfrútalo y te deseo muchos momentos felices de aquí para allá donde quiera que vayas,,,","legitimo"
"Entonces, ¿aún tienes hombros de Samus?","legitimo"
"¿A qué hora crees que lo tendrás? Necesito saber cuándo debería estar cerca del campus...","legitimo"
"""Estimado Matthew, por favor llame al 09063440451 desde un teléfono fijo, sus vacaciones 4*Lux Tenerife de cortesía o �1000 en EFECTIVO en espera de ser recogido. ppm150 SAE T&Cs Box334 SK38XH."",,,","smishing"
"Entonces no usaré jeans lor...,,,","legitimo"
"""Desde cuándo, de qué lado, fiebre y vómitos."",,,","legitimo"
"K:)k.¿Estás en la universidad?,,,","legitimo"
"""¡Urgente! Llame al 09061749602 desde el teléfono fijo. Sus vacaciones 4* en Tenerife de cortesía o �10,000 en efectivo esperan su cobro SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"",,,","smishing"
"Mejor. Recuperé el viernes y ayer me comí como un cerdo. Ahora me siento mal. Pero al menos no es un dolor de tipo retorcido.","legitimo"
"No, lo vendemos todo, así tendremos toneladas de monedas. Luego vende nuestras monedas a alguien a través de PayPal. ¡Voilá! Devolución de dinero en los bolsillos de la vida :),,,","legitimo"
"Lo están haciendo en muchos lugares. Sólo los hospitales y lugares médicos son seguros.,,,","legitimo"
"¿Qué tal si nos ponemos en contacto con personas que esperan compañía? ¡Simplemente envíe un mensaje de texto con su NOMBRE y EDAD para participar! Disfruta de la comunidad (150p/SMS),,,","smishing"
"Y también lo he rechazado un par de veces recientemente, así que prefiero no enviarle mensajes de texto de la nada buscando marihuana...","legitimo"
"""Envié mis puntajes a Sophas y tuve que hacer la solicitud de secundaria para algunas escuelas. Creo que si estás pensando en postularte, investiga también los costos. Contacta a joke ogunrinde, su escuela es una de las menos costosas"",","legitimo"
"¡No puedo esperar a verte! ¿En qué fueron útiles las fotografías? :),,,","legitimo"
"Su saldo de efectivo es actualmente de 500 libras; para maximizar su ingreso de efectivo, envíe GO al 86688 solo 150 peniques/mensaje. CC: 08718720201 APARTADO DE CORREOS 114/14 TCR/W1,,,","smishing"
"Oye, ya reservé el kb el sábado... ¿a qué otras lecciones vamos, ah? Mantenga su noche de sábado libre, necesitamos reunirnos y confirmar nuestro alojamiento,,,","legitimo"
"Comprueba tu querido ms dict,,,","legitimo"
"¿Es a esa hora que quieres que venga?","legitimo"
"""Genial, déjame saber cuando estés cerca"",,,","legitimo"
"Shb b ok lor... Gracias...,,,","legitimo"
"""Hermosa Verdad contra la Gravedad.. Lee atentamente: \Nuestro corazón se siente ligero cuando alguien está en él.. Pero se siente muy pesado cuando alguien lo deja..\""""BUENAS NOCHES"""",,,","legitimo"
"También recuerda coger el cuenco de Dobby de tu coche...","legitimo"
"Historias sucias y CHICAS esperando tu,,,","smishing"
"Lo siento, ahora te envío un mensaje... Yar lor, qué pobrecito... Pero solo 4 una noche... Tendrás una habitación nueva donde dormirán 2...,,,","legitimo"
"""El amor no es una decisión, es un sentimiento. Si pudiéramos decidir a quién amar, entonces, la vida sería mucho más sencilla, pero menos mágica"",","legitimo"
"Bueno, aparentemente se retiró...","legitimo"
"Mi código de clasificación es y el número de cuenta es. El banco está al noroeste. ¿Puedes responder para confirmar que le envié esto a la persona adecuada?","legitimo"
"Dónde @,,,","legitimo"
"¿Estás seguro de que no puedes tomarte ninguna baja por enfermedad?","legitimo"
"¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050001808 desde teléfono fijo. Reclama M95. Válido sólo 12 horas ,,,","smishing"
"Chad, ¿qué clase de gimnasia quieres tomar? El sitio dice que la clase de cristianos está llena..,,,","legitimo"
"¿Estás tan ocupado...?","legitimo"
"No estoy seguro del menú nocturno. . . Sólo sé lo del menú del mediodía,,,","legitimo"
"¿Qué quieres cuando regrese? Un hermoso collar como muestra de mi corazón por ti. Eso es lo que le daré pero SOLO a MI ESPOSA DE MI GUSTO.","legitimo"
"¿Estás dispuesto a asistir a una clase de aptitud?...","legitimo"
"""No será hasta las 2:15 para probar 2 casas de clasificación, ¿está bien?""","legitimo"
"""Yar lor he wan 2 ir a carreras de caballos hoy mah, así que come más temprano lor. Comí arroz con pollo. ¿U?"",,,","legitimo"
"""Jaja increíble, omw en ese entonces"",","legitimo"
"Sí, eso creo hasta que la tienda electrónica cierre lor.,,,","legitimo"
"cual es tu numero de cuenta?,,,","legitimo"
"Eh enviaste mal lar...,,,","legitimo"
"¡Oye, no, y nació una noche de mierda sin ti, 2 boggy conmigo, aburrida perra! Gracias, pero espera hasta la próxima vez que te avise...","legitimo"
"Ok, hablaré con él...","legitimo"
"No lo dudes. Sabes que esta es la segunda vez que tiene una debilidad como esa. Así que mantenga un cuaderno de lo que comió e hizo el día anterior o si algo cambió el día anterior para que podamos estar seguros de que no es nada.","legitimo"
"Otro mes. Necesito chocolate y alcohol.,,,","legitimo"
"Si comenzó a buscar, conseguirá trabajo en unos días. Tiene un gran potencial y talento.","legitimo"
"Creo que hay que estar en la ciudad a las ocho para caminar desde el aparcamiento *.","legitimo"
"""¡Felicidades! 2 videoteléfonos móviles 3G son tuyos. ¡Llama al 09063458130 ahora! Chatea por video con tus amigos, juega juegos Java, descarga música PolyPH, sin alquiler de línea"".","smishing"
"MIRA EL PUTO TIEMPO. QUE MIERDA CREES QUE PASA,,,","legitimo"
"¿Adivinas lo que acabo de dejar caer?","legitimo"
"""Geeee... ya te extraño, ¿sabes? Es todo en lo que puedo pensar. Joder, no puedo esperar hasta el próximo año cuando estaremos juntos... *beso amoroso*"",","legitimo"
"""Yun ah. El ubi dice si quiero llamar mañana. Llame al 67441233, busque a irene. Solo tengo el autobús 8,22,65,61,66,382. Ubi cres, ubi tech park.6ph durante los primeros días de 5 semanas.̬n"",,,","legitimo"
"Puaj. Tengo que regresar a SD desde Los Ángeles. Me duele el trasero.,,,","legitimo"
"26 DE JULIO,,,","legitimo"
"Hola, ¡estoy pasando el momento más relajante que he tenido! ¡Tenemos que levantarnos a las 7 am todos los días! ¿Estuvo buena la fiesta la otra noche? Llego a casa mañana a las 5:00","legitimo"
"Hasta �_... �� wan ven luego ven lor... Pero no tengo falda de rayas...,,,","legitimo"
"""¡No puedo, no tengo su número!"",,,","legitimo"
"Cambia de nuevo... Es el que está al lado de la escalera mecánica...,,,","legitimo"
"Todavía estoy en clase. ¿No puedes dejar correr agua para que esté bien? Por favor ahora.,,,","legitimo"
"No ha pasado mucho aquí. Se siente muy tranquilo. Beth está con sus tías y Charlie está trabajando mucho. Solo helen y yo estaremos en el mes. ¿Cómo has estado? ,,,","legitimo"
"Luego, espérame en la parada de autobús detrás de tu oreja izquierda. Si hago un mate �_ entonces voy a buscar mi auto y luego vuelvo y recojo �_.,,,","legitimo"
"""Bien bastará, gracias de nuevo por venir"",,,","legitimo"
"No... pero escuché sobre eso...,,,","legitimo"
"Llame a nuestro representante de servicio al cliente al TELÉFONO GRATUITO 0808 145 4742 entre las 9 a. m. y las 11 p. m., ya que HA GANADO un premio garantizado de £ 1000 en efectivo o £ 5000.","smishing"
"Sí... él es realmente genial... Bhaji le dijo a Kallis el mejor jugador de críquet después de Sachin en el mundo :). Es muy difícil salir...","legitimo"
"Uma. ¿Dijo algo?","legitimo"
"Dame un segundo para pensarlo,,,","legitimo"
"Panasonic y BluetoothHdset GRATIS. Nokia GRATIS. Motorola GRATIS y DoubleMins y DoubleTxt en contrato Orange. Llame a MobileUpd8 al 08000839402 o llame a 2optout,,,","smishing"
"No sé muy bien qué hacer. Todavía no puedo localizar a nadie. ¿Puedo recogerte sobre las 7:30 p. m. y podemos ver si están en el pub?","legitimo"
"Jajaja, lo haría, pero a mi mamá le daría un ataque y le diría a toda la familia lo loca y terrible que estoy...","legitimo"
"""Acabo de llegar a casa cariño, ¿todavía estás despierta?""","legitimo"
"No sé cierran oredi no... ��v ma fan...,,,","legitimo"
"Sólo compra una pizza. Amantes de la carne o supremas. Tú eliges.,,,","legitimo"
"""Ya, dije... ¿ella estaba preguntando cuál es el problema?""","legitimo"
"""Querido, lamento no poder atender la llamada. Conduje desde ctla ahora a casa de Cochin. Dejé el móvil en el auto. ¿Ente estilo ishtamayoo? ¡Feliz bakrid!""","legitimo"
"¡GRATIS durante la primera semana! No1 Nokia tono 4 tu mafia todas las semanas solo envía un mensaje de texto a NOKIA al 8007 Envía mensajes de texto y cuéntaselo a tus compañeros www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,","smishing"
"¿Debo enviar ese exe a tu ID de correo?","legitimo"
"No, ver televisión en casa... No salir. Estoy aburrido...,,,","legitimo"
"No lo sé...espera, lo comprobaré.,,,","legitimo"
"""¡¡Buenas tardes en este glorioso día de aniversario, mi dulce J!! Espero que esto te encuentre feliz y contenta, mi Prey. Pienso en ti y te envío un beso burlón desde el otro lado del mar, provocando imágenes de cariñosos recuerdos... Tú, Cougar-Pen"",,,","legitimo"
"¡Adivina qué! ¡A alguien que conoces le gustas en secreto! ¿Quieres saber quién es? Llámanos al 09065394514 Desde el teléfono fijo DATEBox1282EssexCM61XN 150p/min 18,,,","smishing"
"¿Seguimos con la noche?,,,","legitimo"
"¿Puedo llamarte más tarde? Por favor...","legitimo"
"¿No ha sido ese el patrón de los últimos fines de semana de mierda?","legitimo"
"Tengo dolor de garganta. Son rasguños cuando hablo...","legitimo"
"Sí da. Cualquier plm en su oficina,,,","legitimo"
"¿No estás por aquí o simplemente sigues dormido? :v,,,","legitimo"
"""Jaja, lo olvidaste, ¿eh? Sí, lo traeré, cariño"",","legitimo"
"""Está bien, encontraremos la manera"",,,","legitimo"
"No se pueden utilizar sellos extranjeros en este país. Buena conferencia.,,,","legitimo"
"Sí bañarse liao...,,,","legitimo"
